ENSID	HGNC	PMID Gene-disease	Disease OMIM ID	Disease name	PMID Disease
ENSG00000184056	VPS33B	15052268	208085	"Arthrogryposis, renal dysfunction, and cholestasis 1"	"Lutz-Richner, A. R., Landolt, R. F. Familiaere Gallengangmissbildungen mit tubulaerer Niereninsuffizienz. Helv. Paediat. Acta 28: 1-12, 1973."
ENSG00000178209	PLEC	11851880	131950	"Epidermolysis bullosa simplex, Ogna type"	"Gedde-Dahl, T., Jr. Epidermolysis Bullosa: A Clinical, Genetic and Epidemiological Study. Baltimore: Johns Hopkins Press (pub.) 1971."
ENSG00000134595	SOX3	12428212	300123	"Mental retardation, X-linked, with isolated growth hormone deficiency"	"Phelan, P. D., Connelly, J., Martin, F. I. R., Wettenhall, H. N. B. X-linked recessive hypopituitarism. Birth Defects Orig. Art. Ser. VII(6): 24-27, 1971."
ENSG00000138796	HADH	11489939	609975	"Hyperinsulinemic hypoglycemia, familial, 4"	"Gotlin, R. W., Silver, H. K. Neonatal hypoglycaemia, hyperinsulinism, and absence of pancreatic alpha-cells. (Letter) Lancet 295: 1346 only, 1970."
ENSG00000159921	GNE	10330343	269921	Sialuria 	"Fontaine, G., Biserte, G., Montreuil, A., Dupont, A., Farriaux, J. P. La sialurie: un trouble metabolique original. Helv. Paediat. Acta 23 (suppl. XVII): 1-32, 1968."
ENSG00000135636	DYSF	9731526	254130	Miyoshi muscular dystrophy 1	"Miyoshi, K., Saijo, K., Kuryu, T., Tada, Y., Otsuka, Y., Oshima, Y., Nakano, N., Kawai, H., Miyake, M., Okazawa, T., Kohama, T., Kunishige, A. Four cases of distal myopathy in two families. Jpn. J. Hum. Genet. 12: 113, 1967."
ENSG00000168447	SCNN1B	7954808	177200	Liddle syndrome	"Liddle, G. W., Bledsoe, T., Coppage, W. S., Jr. A familial renal disorder simulating primary aldosteronism but with negligible aldosterone secretion. Trans. Assoc. Am. Phys. 76: 199-213, 1963."
ENSG00000179142	CYP11B2	1594605	610600	"Hypoaldosteronism, congenital, due to CMO II deficiency"	"Royer, P., Lestradet, H., de Menibus, C. H., Vermeil, G. Hypoaldosteronisme familial chronique a debut neo-natal. Ann. Paediat. 8: 133-138, 1961."
ENSG00000042832	TG	1752952	274700	Thyroid dyshormonogenesis 3	"McGirr, E. M., Hutchison, J. H., Clement, W. E., Kennedy, J. S., Currie, A. R. Goitre and cretinism due to the production of an abnormal iodinated thyroid compound. Scot. Med. J. 5: 189-203, 1960."
ENSG00000148180	GSN	2176164	105120	"Amyloidosis, Finnish type"	"Klaus, E., Freyberger, E., Kavka, G., Vodicka, F. Familial occurrence of a bulbar paralytic form of amyotrophic lateral sclerosis with reticular corneal dystrophy and cutis hyperelastica in 3 sisters. Psychiat. Neurol. 138: 79-97, 1959."
ENSG00000139219	COL2A1	26183434	616583	"Spondyloepiphyseal dysplasia, Stanescu type"	6430256
ENSG00000175213	ZNF408	23716654	616468	Exudative vitreoretinopathy 6	6897033
ENSG00000124813	RUNX2	23290074	156510	Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly	7137223
ENSG00000147050	KDM6A	22197486	300867	Kabuki syndrome 2	7277096
ENSG00000079616	KIF22	22152677	603546	"Spondyloepimetaphyseal dysplasia with joint laxity, type 2"	7209574
ENSG00000155755	TMEM237	22152675	614424	Joubert syndrome 14	7395917
ENSG00000178814	OPLAH	21651516	260005	5-oxoprolinase deficiency	6113726
ENSG00000139734	DIAPH3	20624953	609129	"Auditory neuropathy, autosomal dominant, 1"	223494
ENSG00000172987	HPSE2	20560209	236730	Urofacial syndrome 1	474623
ENSG00000134160	TRPM1	19878917	613216	"Night blindness, congenital stationary (complete), 1C, autosomal recessive"	308060
ENSG00000066468	FGFR2	7795583	101600	Pfeiffer syndrome	14316612
ENSG00000108821	COL1A1	2767050	130060	"Ehlers-Danlos syndrome, type VIIA"	13539092
ENSG00000164692	COL1A2	2767050	130060	"Ehlers-Danlos syndrome, type VIIB"	13539092
ENSG00000163554	SPTA1	3597773	130600	Elliptocytosis-2	13313518
ENSG00000066084	DIP2B	17236128	136630	"Mental retardation, FRA12A type"	1033912
ENSG00000134371	CDC73	12434154	145001	Hyperparathyroidism-jaw tumor syndrome	5279024
ENSG00000134371	CDC73	12434154	145001	Parathyroid adenoma with cystic changes	5279024
ENSG00000165474	GJB2	11918723	148210	Keratitis-ichthyosis-deafness syndrome	4119872
ENSG00000157404	KIT	10354021	154800	Mast cell disease	4235166
ENSG00000204248	COL11A2	7859284	184840	Weissenbacher-Zweymuller syndrome	14234962
ENSG00000148795	CYP17A1	9326943	202110	"17,20-lyase deficiency, isolated"	4288776
ENSG00000078070	MCCC1	11181649	210200	3-Methylcrotonyl-CoA carboxylase 1 deficiency	4194964
ENSG00000138075	ABCG5	11099417	210250	Sitosterolemia 	5374042
ENSG00000143921	ABCG8	11099417	210250	Sitosterolemia 	5374042
ENSG00000146648	EGFR	18948947	211980	"Adenocarcinoma of lung, response to tyrosine kinase inhibitor in"	199100
ENSG00000139197	PEX5	7719337	214110	Peroxisome biogenesis disorder 2A (Zellweger)	14169466
ENSG00000242110	AMACR	12512044	214950	"Bile acid synthesis defect, congenital, 4"	5064535
ENSG00000173757	STAT5B	8977385	245590	Growth hormone insensitivity with immunodeficiency	5916640
ENSG00000137806	NDUFAF1	17557076	252010	Mitochondrial complex I deficiency	947896
ENSG00000196924	FLNA	17357080	300048	"Intestinal pseudoobstruction, neuronal"	1269170
ENSG00000102245	CD40LG	7679801	308230	"Immunodeficiency, X-linked, with hyper-IgM"	14451053
ENSG00000015285	WAS	7795648	313900	"Thrombocytopenia, X-linked"	14181113
ENSG00000015285	WAS	7795648	313900	"Thrombocytopenia, X-linked, intermittent"	14181113
ENSG00000124222	STX16	14561710	603233	"Pseudohypoparathyroidism, type IB"	5011390
ENSG00000099956	SMARCB1	19124645	609322	Rhabdoid predisposition syndrome 1 	206343
ENSG00000143341	HMCN1	16020313	603075	"Macular degeneration, age-related, 1"	"Streiff, E. B., Babel, J. La senescence de la retine. Prog. Ophthal. 13: 1-75, 1963."
ENSG00000196218	RYR1	12719381	255320	Minicore myopathy with external ophthalmoplegia	"Engel, A. G., Gomez, M. R., Groover, R. V. Multicore disease--a recognised congenital myopathy associated with multifocal degeneration of muscle fibres. Proc. Mayo Clin. 46: 661-681, 1971."
ENSG00000081087	OSTM1	12627228	259720	"Osteopetrosis, autosomal recessive 5"	"Brown, D. M., Dent, P. B. Pathogenesis of osteopetrosis: a comparison of human and animal spectra. Pediat. Res. 5: 181-191, 1971."
ENSG00000157404	KIT	10362788	273300	Germ cell tumors	"Hutter, A. M., Lynch, J. J., Shnider, B. I. Malignant testicular tumors in brothers: a case report. JAMA 199: 1009-1010, 1967."
ENSG00000080493	SLC4A4	10545938	604278	"Renal tubular acidosis, proximal, with ocular abnormalities "	"Soriano, J. R., Boichis, H., Stark, H., Edelmann, C. M., Jr. Proximal renal tubular acidosis: a defect in bicarbonate reabsorption with normal urinary acidification. Pediat. Res. 1: 81-98, 1967."
ENSG00000184937	WT1	9529364	256370	"Nephrotic syndrome, type 4"	"Rossenbeck, H. G., Margraf, O., Hofmann, D. Ueber das infantile nephrotische Syndrom bei kongenitaler Glomerulonephritis. Dtsch. Med. Wschr. 91: 348-355, 1966."
ENSG00000114062	UBE3A	8988171	105830	Angelman syndrome	"Angelman, H. 'Puppet children': a report of three cases. Dev. Med. Child Neurol. 7: 681-688, 1965."
ENSG00000027697	IFNGR1	8960475	209950	Immunodeficiency 	"Engbaek, H. C. Three cases in the same family of fatal infection M. avium. Acta Tuberc. Scand. 45: 105-117, 1964."
ENSG00000027697	IFNGR1	8960473	209950	Immunodeficiency 	"Engbaek, H. C. Three cases in the same family of fatal infection M. avium. Acta Tuberc. Scand. 45: 105-117, 1964."
ENSG00000090402	SI	8609217	222900	"Sucrase-isomaltase deficiency, congenital"	"Durand, P. Disorders Due to Intestinal Defective Carbohydrate Digestion and Absorption. Rome: Il Pensiero Scientifico (pub.) 1964."
ENSG00000166828	SCNN1G	7550319	177200	Liddle syndrome	"Liddle, G. W., Bledsoe, T., Coppage, W. S., Jr. A familial renal disorder simulating primary aldosteronism but with negligible aldosterone secretion. Trans. Assoc. Am. Phys. 76: 199-213, 1963."
ENSG00000181523	SGSH	7493035	252900	Mucopolysaccharidosis type IIIA (Sanfilippo A)	"Sanfilippo, S. J., Podosin, R., Langer, L. O., Jr., Good, R. A. Mental retardation associated with acid mucopolysacchariduria (heparitin sulfate type). J. Pediat. 63: 837-838, 1963."
ENSG00000170315	UBB	8105683	119540	"Cleft palate, isolated"	"Curtis, E. J., Fraser, F. C., Warburton, D. Congenital cleft lip and palate. Am. J. Dis. Child. 102: 853-857, 1961."
ENSG00000007372	PAX6	1334370	106210	Aniridia	17948455
ENSG00000007372	PAX6	1334370	106210	Cataract with late-onset corneal dystrophy	17948455
ENSG00000149131	SERPING1	2723063	106100	"Angioedema, hereditary, types I and II"	13484317
ENSG00000136872	ALDOB	3383242	229600	Fructose intolerance	"Chambers, R. A., Pratt, R. T. C. Idiosyncrasy to fructose. Lancet 268: 340 only, 1956. Note: Originally Volume II."
ENSG00000185010	F8	2986011	306700	Hemophilia A	"Alexander, B., Goldstein, R. Dual hemostatic defect in pseudohemophilia. (Abstract) J. Clin. Invest. 32: 551 only, 1953."
ENSG00000178573	MAF	25865493	601088	Ayme-Gripp syndrome 	6432966
ENSG00000181722	ZBTB20	25017102	259050	Primrose syndrome	6809950
ENSG00000088256	GNA11	23802516	615361	"Hypocalcemia, autosomal dominant 2"	6278146
ENSG00000115665	SLC5A7	23141292	158580	"Neuronopathy, distal hereditary motor, type VIIA"	7420092
ENSG00000179348	GATA2	21892158	614038	Emberger syndrome 	295075
ENSG00000166813	KIF7	21633164	200990	Joubert syndrome 12 	457430
ENSG00000166813	KIF7	21552264	200990	Acrocallosal syndrome 	457430
ENSG00000112855	HARS2	21464306	614926	Perrault syndrome 2	517579
ENSG00000127241	MASP1	21035106	257920	3MC syndrome 1	690758
ENSG00000060718	COL11A1	21035103	228520	Fibrochondrogenesis 1	749746
ENSG00000152217	SETBP1	20436468	269150	Schinzel-Giedion midface retraction syndrome	665725
ENSG00000143627	PKLR	9090535	102900	"Adenosine triphosphate, elevated, of erythrocytes"	14300761
ENSG00000187098	MITF	8589691	103500	Tietz albinism-deafness syndrome	13985019
ENSG00000118271	TTR	6736244	105210	"Amyloidosis, hereditary, transthyretin-related"	12978172
ENSG00000152591	DSPP	12354781	125420	"Dentin dysplasia, type II"	5273848
ENSG00000103313	MEFV	10787449	134610	"Familial Mediterranean fever, AD"	5678100
ENSG00000177426	TGIF1	10835638	142946	Holoprosencephaly 4	5647374
ENSG00000005339	CREBBP	7630403	180849	Rubinstein-Taybi syndrome 1	13983033
ENSG00000064195	DLX3	9467018	190320	Trichodontoosseous syndrome	5906373
ENSG00000182533	CAV3	1975517	192600	"Cardiomyopathy, familial hypertrophic"	13499764
ENSG00000137700	SLC37A4	10931421	232220	Glycogen storage disease Ib	4300573
ENSG00000101247	NDUFAF5	18940309	252010	Mitochondrial complex 1 deficiency	947896
ENSG00000174886	NDUFA11	18306244	252010	Mitochondrial complex I deficiency	947896
ENSG00000135902	CHRND	18252226	253290	"Multiple pterygium syndrome, lethal type"	933128
ENSG00000138435	CHRNA1	18252226	253290	"Multiple pterygium syndrome, lethal type"	933128
ENSG00000121454	LHX4	11567216	262700	"Pituitary hormone deficiency, combined, 4"	4305958
ENSG00000107798	LIPA	8254026	278000	Cholesteryl ester storage disease	14008104
ENSG00000107798	LIPA	8254026	278000	Wolman disease	14008104
ENSG00000171365	CLCN5	8559248	300009	Dent disease	14169453
ENSG00000122145	TBX22	11559848	303400	Cleft palate with ankyloglossia	5771226
ENSG00000147383	NSDHL	10710235	308050	CHILD syndrome 	5696317
ENSG00000184895	SRY	3690661	400044	46XY sex reversal 1	13250193
ENSG00000184895	SRY	9652903	400045	46XX sex reversal 1	4161595
ENSG00000105618	PRPF31	11545739	600138	Retinitis pigmentosa 11	5764686
ENSG00000130529	TRPM4	19726882	604559	"Progressive familial heart block, type IB"	897853
ENSG00000092054	MYH7	14520662	608358	"Myopathy, myosin storage, autosomal dominant"	4104682
ENSG00000171595	DNAI2	18950741	612444	"Ciliary dyskinesia, primary, 9, with or without situs inversus"	1084576
ENSG00000233608	TWIST2	26119818	209885	Barber-Say syndrome 	"Barber, N., Say, B., Bell, R. F., Merveille, O. C. Macrostomia, ectropion, atrophic skin, hypertrichosis, and growth retardation. Syndrome Ident. 8(1): 6-9, 1982."
ENSG00000157933	SKI	23023332	182212	Shprintzen-Goldberg syndrome	"Shprintzen, R. J., Goldberg, R. B. Dysmorphic facies, omphalocele, laryngeal and pharyngeal hypoplasia, spinal anomalies, and learning disabilities in a new dominant malformation syndrome. Birth Defects Orig. Art. Ser. XV(5B): 347-353, 1979."
ENSG00000134760	DSG1	10332028	148700	"Keratosis palmoplantaris striata I, AD"	"Bologna, E. I. Durch vier Generationenen dominant vererblich geschlechtsgebundene Keratosis palmaris striata (linearia). Derm. Wschr. 152: 446-457, 1966."
ENSG00000081923	ATP8B1	9500542	211600	"Cholestasis, progressive familial intrahepatic 1"	"Clayton, R. J., Iber, F. L., Ruebner, B. H., McKusick, V. A. Byler's disease: fatal familial intrahepatic cholestasis in an Amish kindred. (Abstract) J. Pediat. 67: 1025-1028, 1965."
ENSG00000143224	PPOX	8852667	176200	Porphyria variegata	"Hunter, R., Macalpine, I. Three Hundred Years of Psychiatry: 1538-1860. A History Presented in Selected English Texts. London, England: Oxford Univ. Press (pub.) 1963."
ENSG00000053918	KCNQ1	8528244	192500	Long QT syndrome 1	"Romano, C., Gemme, G., Pongiglione, R. Aritmie cardiache rare dell' eta pediatrica. II. Accessi sincopali per fibrillazione ventricolare parossistica. (Presentazione del primo caso della letteratura pediatrica Italiana.) Clin. Pediat. 45: 656-683, 1963."
ENSG00000108784	NAGLU	8650226	252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)	"Sanfilippo, S. J., Podosin, R., Langer, L. O., Jr., Good, R. A. Mental retardation associated with acid mucopolysacchariduria (heparitin sulfate type). J. Pediat. 63: 837-838, 1963."
ENSG00000198947	DMD	3384440	300376	Becker muscular dystrophy 	"Becker, P. E., Kiener, F. Eine neue X-chromosomale Muskeldystrophie. Arch . Psychiatr. Nervenkr. Z. Gesamte Neurol. Scand. 193: 427-448, 1955."
ENSG00000165821	SALL2	24412933	216820	"Coloboma, ocular, autosomal recessive"	7282780
ENSG00000243649	CFB	24152280	615561	Complement factor B deficiency	6898304
ENSG00000176022	B3GALT6	23664117	271640	"Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures"	7209574
ENSG00000112367	FIG4	23623387	216340	Yunis-Varon syndrome	7395825
ENSG00000095209	TMEM38B	23054245	615066	"Osteogenesis imperfecta, type XIV"	458828
ENSG00000206013	IFITM5	22863190	610967	"Osteogenesis imperfecta, type V"	458828
ENSG00000104763	ASAH1	22703880	159950	Spinal muscular atrophy with progressive myoclonic epilepsy	534421
ENSG00000075624	ACTB	22366783	243310	Baraitser-Winter syndrome 1	457136
ENSG00000168487	BMP1	22052668	614856	"Osteogenesis imperfecta, type XIII"	458828
ENSG00000163913	IFT122	20493458	218330	Cranioectodermal dysplasia 1	830894
ENSG00000157764	BRAF	16474404	115150	Cardiofaciocutaneous syndrome	4697981
ENSG00000184937	WT1	9398852	136680	Frasier syndrome	14149008
ENSG00000109099	PMP22	9818939	139393	"Neuropathy, inflammatory demyelinating"	4158808
ENSG00000120729	MYOT	10958653	159000	"Muscular dystrophy, limb-girdle, type 1A"	6053567
ENSG00000256269	HMBS	2563167	176000	"Porphyria, acute intermittent"	13354248
ENSG00000256269	HMBS	2563167	176000	"Porphyria, acute intermittent, nonerythroid variant"	13354248
ENSG00000184937	WT1	2163761	194070	"Wilms tumor, type 1"	13487328
ENSG00000126749	EMG1	19463982	211180	Bowen-Conradi syndrome 	"Bowen, P., Conradi, G. J. Syndrome of skeletal and genitourinary anomalies with unusual facies and failure to thrive in Hutterite sibs. Birth Defects Orig. Art. Ser. XII(6): 101-108, 1976."
ENSG00000127980	PEX1	9398847	214100	Peroxisome biogenesis disorder 1A (Zellweger)	14169466
ENSG00000154646	TMPRSS15	11719902	226200	Enterokinase deficiency	4180366
ENSG00000117308	GALE	9700591	230350	Galactose epimerase deficiency	5319435
ENSG00000123545	NDUFAF4	19463981	252010	Mitochondrial complex I deficiency	947896
ENSG00000178057	NDUFAF3	19463981	252010	Mitochondrial complex I deficiency	947896
ENSG00000141458	NPC1	9211849	257220	"Niemann-Pick disease, type C1"	17948490
ENSG00000115705	TPO	1401057	274500	Thyroid dyshormonogenesis 2A	13830735
ENSG00000047597	XK	8004674	300842	McLeod syndrome with or without chronic granulomatous disease	13860532
ENSG00000184634	MED12	17334363	305450	Opitz-Kaveggia syndrome	4365204
ENSG00000101981	F9	3001143	306900	Hemophilia B 	12997790
ENSG00000165240	ATP7A	7731706	309400	Menkes disease 	14472668
ENSG00000169057	MECP2	10508514	312750	Rett syndrome	5300597
ENSG00000169057	MECP2	10508514	312750	"Rett syndrome, atypical"	5300597
ENSG00000169057	MECP2	10508514	312750	"Rett syndrome, preserved speech variant"	5300597
ENSG00000166033	HTRA1	19387015	600142	CARASIL syndrome 	971885
ENSG00000109501	WFS1	11709537	600965	"Deafness, autosomal dominant 6/14/38"	5663381
ENSG00000186868	MAPT	9029080	601104	"Supranuclear palsy, progressive"	14107684
ENSG00000113594	LIFR	14740318	601559	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	4105362
ENSG00000128573	FOXP2	11586359	602081	Speech-language disorder-1 	5657070
ENSG00000235590	GNAS-AS1	15592469	603233	"Pseudohypoparathyroidism, type IB"	5011390
ENSG00000166349	RAG1	9630231	603554	Omenn syndrome	14328107
ENSG00000114054	PCCB	8188292	606054	Propionicacidemia	13693094
ENSG00000127415	IDUA	7550242	607015	Mucopolysaccharidosis Ih/s 	14498144
ENSG00000127415	IDUA	7550242	607016	Mucopolysaccharidosis Is 	14498144
ENSG00000119977	TCTN3	22883145	258860	Orofaciodigital syndrome IV	"Temtamy, S. A., McKusick, V. A. The Genetics of Hand Malformations. New York: Alan R. Liss (pub.) 1978."
ENSG00000127472	PLA2G5	22137173	228980	"Fleck retina, familial benign"	"rill, A. E. Hereditary Retinal and Choroidal Diseases: Flecked Retina Disease. Vol. 2. Hagerstown: Harper and Row (pub.) 1977. Pp. 739-819."
ENSG00000204655	MOG	21907016	614250	Narcolepsy 7	"Westphal, C. C. Eigenthumliche mit Einschafen verbundene Anfalle. Arch. Psychiat. Nervenkr. 7: 681-683, 1877."
ENSG00000139679	LPAR6	18297072	278150	Hypotrichosis 8 	"Hutchinson, P. E., Cairns, R. J., Wells, R. S. Woolly hair: clinical and general aspects. Trans. St. John's Hosp. Derm. Soc. 60: 160-177, 1974."
ENSG00000139679	LPAR6	18297072	278150	"Woolly hair, autosomal recessive 1, with or without hypotrichosis"	"Hutchinson, P. E., Cairns, R. J., Wells, R. S. Woolly hair: clinical and general aspects. Trans. St. John's Hosp. Derm. Soc. 60: 160-177, 1974."
ENSG00000124370	MCEE	16752391	251120	Methylmalonyl-CoA epimerase deficiency	"Kang, E. S., Snodgrass, P. J., Gerald, P. S. Methylmalonyl-CoA racemase defect: another cause of methylmalonic aciduria. (Abstract) Pediat. Res. 6: 393 only, 1972."
ENSG00000154134	ROBO3	15105459	607313	"Gaze palsy, horizontal, with progressive scoliosis"	"Dretakis, E. K. [Familial idiopathic scoliosis associated with congenital encephalopathy in three children of the same family]. Acta Orthop. Traumatol. Hellenica 22: 51-55, 1970."
ENSG00000265107	GJA5	12522116	108770	"Atrial standstill, digenic (GJA5/SCN5A)"	16188595
ENSG00000053747	LAMA3	11810295	226650	"Epidermolysis bullosa, generalized atrophic benign"	"Ridley, C. M., Levy, L. S. Epidermolysis bullosa and amyloidosis: a case report. Trans. St. John's Hosp. Derm. Soc. 54: 75-82, 1968."
ENSG00000091262	ABCC6	10835643	177850	"Pseudoxanthoma elasticum, forme fruste"	"Wise, D. Hereditary disorders of connective tissues.In: Gottron, H.; Schnyder, U. : Vererbung von Hautkrankheiten. Berlin: Springer-Verlag (pub.) 1966. P. 471."
ENSG00000091262	ABCC6	10835642	177850	"Pseudoxanthoma elasticum, forme fruste"	"Wise, D. Hereditary disorders of connective tissues.In: Gottron, H.; Schnyder, U. : Vererbung von Hautkrankheiten. Berlin: Springer-Verlag (pub.) 1966. P. 471."
ENSG00000091262	ABCC6	10811882	177850	"Pseudoxanthoma elasticum, forme fruste"	"Wise, D. Hereditary disorders of connective tissues.In: Gottron, H.; Schnyder, U. : Vererbung von Hautkrankheiten. Berlin: Springer-Verlag (pub.) 1966. P. 471."
ENSG00000075043	KCNQ2	9430594	121200	Myokymia	"Rett, A., Teubel, R. Neugeborenenkraempfe im Rahmen einer epileptisch belasteten Familie. Wien. Klin. Wschr. 76: 609-613, 1964."
ENSG00000075043	KCNQ2	9430594	121200	"Seizures, benign neonatal, 1"	"Rett, A., Teubel, R. Neugeborenenkraempfe im Rahmen einer epileptisch belasteten Familie. Wien. Klin. Wschr. 76: 609-613, 1964."
ENSG00000204386	NEU1	8985184	256550	"Sialidosis, type I"	"Sanfilippo, S. J., Yunis, J. J., Worthen, H. G. An unusual storage disease resembling the Hurler-Hunter syndrome. (Abstract) Am. J. Dis. Child. 104: 553 only, 1962."
ENSG00000204386	NEU1	8985184	256550	"Sialidosis, type II"	"Sanfilippo, S. J., Yunis, J. J., Worthen, H. G. An unusual storage disease resembling the Hurler-Hunter syndrome. (Abstract) Am. J. Dis. Child. 104: 553 only, 1962."
ENSG00000074803	SLC12A1	8640224	601678	"Bartter syndrome, type 1"	"F. C. Bartter, P. Pronove, J. R. Gill Jr, R. C. MacCardle: Hyperplasia of the juxtaglomerular complex with hyperaldosteronism and hypokalemic alkalosis: a new syndrome. American Journal of Medicine, New York, 1962, 33: 811-828."
ENSG00000068078	FGFR3	7670477	146000	Hypochondroplasia	"Lamy, M., Maroteaux, P. Les Chondrodystrophies Genotypiques. Paris: L'Expansion Scientifique Francaise (pub.) 1961. P. 26."
ENSG00000185231	MC2R	8227361	202200	"Glucocorticoid deficiency, due to ACTH unresponsiveness"	"Shepard, T. H., Landing, B. H., Mason, D. G. Familial Addison's disease. Case reports of two sisters with corticoid deficiency unassociated with hypoaldosteronism. Am. J. Dis. Child. 97: 154-162, 1959."
ENSG00000185231	MC2R	8094489	202200	"Glucocorticoid deficiency, due to ACTH unresponsiveness"	"Shepard, T. H., Landing, B. H., Mason, D. G. Familial Addison's disease. Case reports of two sisters with corticoid deficiency unassociated with hypoaldosteronism. Am. J. Dis. Child. 97: 154-162, 1959."
ENSG00000155850	SLC26A2	1345170	222600	Diastrophic dysplasia	"Mau, H. Wesen und Bedeutung der enchondralen Dysostosen. Stuttgart: Georg Thieme Verlag (pub.) 1958. P. 108ff."
ENSG00000155850	SLC26A2	1345170	222600	"Diastrophic dysplasia, broad bone-platyspondylic variant"	"Mau, H. Wesen und Bedeutung der enchondralen Dysostosen. Stuttgart: Georg Thieme Verlag (pub.) 1958. P. 108ff."
ENSG00000188690	UROS	2331520	263700	"Porphyria, congenital erythropoietic"	"Watson, C. J., Perman, V., Spurrell, F. A., Hoyt, H. H., Schwartz, S. Some studies of the comparative biology of human and bovine porphyria erythropoietica. Trans. Assoc. Am. Phys. 71: 196-209, 1956."
ENSG00000163631	ALB	3353369	616000	Analbuminemia 	"Bennhold, H., Peters, H., Roth, E. Ueber einen Fall von kompletter Analbuminaemie ohne wesentliche klinische Krankheitszeichen. Verh. Dtsch. Ges. Inn. Med. 60: 630-634, 1954."
ENSG00000167468	GPX4	24706940	250220	"Spondylometaphyseal dysplasia, Sedaghatian type"	7211944
ENSG00000115657	ABCB6	23180570	609153	"Pseudohyperkalemia, familial, 2, due to red cell leak"	89283
ENSG00000173175	ADCY5	22782511	606703	"Dyskinesia, familial, with facial myokymia"	152174
ENSG00000065135	GNAI3	22560091	602483	Auriculocondylar syndrome 1	694432
ENSG00000118777	ABCG2	22246507	614490	Junior blood group system	567888
ENSG00000110074	FOXRED1	20818383	252010	Mitochondrial complex I deficiency	1027147
ENSG00000151413	NUBPL	20818383	252010	Mitochondrial complex I deficiency	1027147
ENSG00000169105	CHST14	20004762	601776	"Ehlers-Danlos syndrome, musculocontractural type 1"	1184396
ENSG00000160801	PTH1R	19061984	125350	"Failure of tooth eruption, primary"	4851123
ENSG00000182197	EXT1	7550340	133700	"Exostoses, multiple, type 1"	13754517
ENSG00000204843	DCTN1	19136952	168605	Perry syndrome 	1122173
ENSG00000115474	KCNJ13	18179896	193230	Snowflake vitreoretinal degeneration	4812083
ENSG00000197969	VPS13A	11381253	200150	Choreoacanthocytosis	4255726
ENSG00000159459	UBR1	16311597	243800	Johanson-Blizzard syndrome	5171616
ENSG00000141458	NPC1	9634529	257220	"Niemann-Pick disease, type D"	17948490
ENSG00000171105	INSR	2121734	262190	Rabson-Mendenhall syndrome 	13302174
ENSG00000172893	DHCR7	9653161	270400	Smith-Lemli-Opitz syndrome 	14119520
ENSG00000172893	DHCR7	9634533	270400	Smith-Lemli-Opitz syndrome 	14119520
ENSG00000196924	FLNA	12612583	305620	Frontometaphyseal dysplasia 1	5807657
ENSG00000102172	SMS	14508504	309583	"Mental retardation, X-linked, Snyder-Robinson type"	5823961
ENSG00000105610	KLF1	18487511	111150	Blood group--Lutheran inhibitor	4682512
ENSG00000160299	PCNT	18174396	210720	"Microcephalic osteodysplastic primordial dwarfism, type II"	"Brizard, J., Mimouni, M., Seneze, J., Thoyer-Rozat, J. Sur un cas de nanisme extreme a debut intra-uterin vraisemblablement du type Seckel. Ann. Pediat. 20: 655-660, 1973."
ENSG00000133020	MYH8	15282353	158300	Trismus-pseudocamptodactyly syndrome	"Hecht, F., Beals, R. K. Inability to open the mouth fully: an autosomal dominant phenotype with facultative camptodactyly and short stature. Birth Defects Orig. Art. Ser. V(3): 96-98, 1969."
ENSG00000160882	CYP11B1	2022736	202010	"Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency"	"Eberlein, W. R., Bongiovanni, A. M. Plasma and urinary corticosteroids in the hypertensive form of adrenal hyperplasia. J. Biol. Chem. 223: 85-94, 1956."
ENSG00000165168	CYBB	2556453	306400	"Chronic granulomatous disease, X-linked"	"Janeway, C. A., Craig, J., Davidson, M., Downey, W., Gitlin, D., Sullivan, J. C. Hypergammaglobulinemia associated with severe recurrent and chronic nonspecific infection. Am. J. Dis. Child 88: 388-392, 1954."
ENSG00000101868	POLA1	27019227	301220	"Pigmentary disorder, reticulate, with systemic manifestations, X-linked"	6794369
ENSG00000134504	KCTD1	23541344	181270	Scalp-ear-nipple syndrome	708615
ENSG00000100014	SPECC1L	21703590	600251	"Facial clefting, oblique, 1"	820824
ENSG00000164946	FREM1	21507892	248450	Manitoba oculotrichoanal syndrome	820824
ENSG00000143183	TMCO1	20018682	213980	"Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome"	1204988
ENSG00000172572	PDE3A	18086950	112410	Hypertension and brachydactyly syndrome	4774535
ENSG00000136997	MYC	8220424	113970	Burkitt lymphoma	13628987
ENSG00000136352	NKX2-1	11971878	118700	"Chorea, hereditary benign"	4225827
ENSG00000073282	TP63	12766194	129400	Orofacial cleft 8	5713637
ENSG00000073282	TP63	12766194	129400	Rapp-Hodgkin syndrome	5713637
ENSG00000162551	ALPL	1409720	146300	"Hypophosphatasia, adult"	13410963
ENSG00000162551	ALPL	1409720	146300	Odontohypophosphatasia	13410963
ENSG00000145888	GLRA1	8298642	149400	"Hyperekplexia, hereditary 1, autosomal dominant or recessive"	13594585
